raw_text,portion_parsed,normalized_curie,normalized_label,count
vaginal wall swab,vaginal wall swab,,vaginal wall swab,2176
rain forest,rain forest,,rain forest,2170
Mid vagina,Mid vagina,,Mid vagina,2164
root tip,root tip,,root tip,2156
host tissue,host tissue,,host tissue,2152
biome,biome,,biome,2149
ENVO:01000249,ENVO:01000249,ENVO:01000249,,2146
permafrost,permafrost,,permafrost,2144
marine sediment (ENVO:00002113),marine sediment (ENVO:00002113),ENVO:00002113,marine sediment,2142
coastal sea water [ENVO: 00002150],coastal sea water [ENVO: 00002150],,coastal sea water ENVO: 00002150,2142
grassland soil,grassland soil,,grassland soil,2142
groundwater planktonic microbiome,groundwater planktonic microbiome,,groundwater planktonic microbiome,2142
Forest biome,Forest biome,,Forest biome,2138
paddy soil,paddy soil,,paddy soil,2137
gut microbiota,gut microbiota,,gut microbiota,2130
anearobic digestion,anearobic digestion,,anearobic digestion,2122
peatland,peatland,,peatland,2118
excreta,excreta,,excreta,2118
Human skin,Human skin,,Human skin,2112
multicellular organism [UBERON:0000468],multicellular organism [UBERON:0000468],,multicellular organism UBERON:0000468,2108
Metagenome,Metagenome,,Metagenome,2107
soil [ENVO: 00001998],soil [ENVO: 00001998],,soil ENVO: 00001998,2104
adult sponge tissue,adult sponge tissue,,adult sponge tissue,2102
Synthetic gut microbial community,Synthetic gut microbial community,,Synthetic gut microbial community,2100
microbiome in human oral,microbiome in human oral,,microbiome in human oral,2092
ENVO:02000022,ENVO:02000022,ENVO:02000022,,2086
Coral reef,Coral reef,,Coral reef,2084
Glacial lake ice surface mat,Glacial lake ice surface mat,,Glacial lake ice surface mat,2078
Marine Water,Marine Water,,Marine Water,2073
coastal water,coastal water,,coastal water,2072
marine benthic biome [ENVO:01000024],marine benthic biome [ENVO:01000024],ENVO:01000024,marine benthic biome,2070
aquarium,aquarium,,aquarium,2069
environmental material,environmental material,,environmental material,2069
dried blood spot,dried blood spot,,dried blood spot,2067
mouse feces,mouse feces,,mouse feces,2063
Microbiome samples,Microbiome samples,,Microbiome samples,2056
Milk,Milk,,Milk,2038
human saliva,human saliva,,human saliva,2036
Tumor,Tumor,,Tumor,2036
Gastrointestinal_tract_microbiota,Gastrointestinal_tract_microbiota,,Gastrointestinal_tract_microbiota,2032
Caecal_contents,Caecal_contents,,Caecal_contents,2032
agricultural soil biome,agricultural soil biome,,agricultural soil biome,2022
fish farm,fish farm,,fish farm,2018
anthropogenic habitat,anthropogenic habitat,,anthropogenic habitat,2012
ENVO:01000020,ENVO:01000020,ENVO:01000020,,2011
marine pelagic biome (ENVO:01000023),marine pelagic biome (ENVO:01000023),ENVO:01000023,marine pelagic biome,2003
Tongue coating,Tongue coating,,Tongue coating,2002
temperate broadleaf evergreen forest,temperate broadleaf evergreen forest,,temperate broadleaf evergreen forest,2000
fecal environmentENVO:01001029,fecal environmentENVO:01001029,ENVO:01001029,fecal environment,1998
Control,Control,,Control,1997
organism substance,organism substance,,organism substance,1996
vaginal microbiome,vaginal microbiome,,vaginal microbiome,1996
human-associated habitat ENVO:00009003,human-associated habitat ENVO:00009003,ENVO:00009003,human-associated habitat,1995
ENVO:00005801,ENVO:00005801,ENVO:00005801,,1990
farmland soil,farmland soil,,farmland soil,1988
Semi-desert,Semi-desert,,Semi-desert,1987
Research Farm,Research Farm,,Research Farm,1987
[ENVO:01000049],[ENVO:01000049],ENVO:01000049,,1986
Hydrothermal vent microbial mat,Hydrothermal vent microbial mat,,Hydrothermal vent microbial mat,1978
mammalia-associated habitat (ENVO:00009002),mammalia-associated habitat (ENVO:00009002),ENVO:00009002,mammalia-associated habitat,1975
woodland area[ENVO:00000109],woodland area[ENVO:00000109],ENVO:00000109,woodland area,1973
vaginal discharge,vaginal discharge,,vaginal discharge,1963
fecal material [ENVO: 00002003],fecal material [ENVO: 00002003],,fecal material ENVO: 00002003,1963
Bacterial microbiome,Bacterial microbiome,,Bacterial microbiome,1956
Mouse gut microbiome,Mouse gut microbiome,,Mouse gut microbiome,1951
coastel marine,coastel marine,,coastel marine,1950
[ENVO:01000249],[ENVO:01000249],ENVO:01000249,,1941
Phyllosphere,Phyllosphere,,Phyllosphere,1940
gut metagenome,gut metagenome,,gut metagenome,1933
[UBERON:0000463],[UBERON:0000463],,UBERON:0000463,1929
intesitinal biome,intesitinal biome,,intesitinal biome,1928
ENVO:01000212,ENVO:01000212,ENVO:01000212,,1925
laboratory environment,laboratory environment,,laboratory environment,1924
aquifer,aquifer,,aquifer,1923
long term research plot,long term research plot,,long term research plot,1922
anaerobic bioreactor [ENVO:00002124],anaerobic bioreactor [ENVO:00002124],ENVO:00002124,anaerobic bioreactor,1922
not provided; submitted under MIGS 2.1,not provided; submitted under MIGS 2.1,,not provided; submitted under MIGS 2.1,1920
Air,Air,,Air,1914
Tumor Mycobiome,Tumor Mycobiome,,Tumor Mycobiome,1911
Mediterranean,Mediterranean,,Mediterranean,1910
decomposing leaf,decomposing leaf,,decomposing leaf,1906
surface layer,surface layer,,surface layer,1905
caecum,caecum,,caecum,1901
ENVO:00000015,ENVO:00000015,ENVO:00000015,,1894
leachate [ENVO:00002141],leachate [ENVO:00002141],ENVO:00002141,leachate,1894
temperate decidous broadleaf forest,temperate decidous broadleaf forest,,temperate decidous broadleaf forest,1891
water body,water body,,water body,1887
airway aspirate,airway aspirate,,airway aspirate,1883
human-airway,human-airway,,human-airway,1883
marine pelagic,marine pelagic,,marine pelagic,1872
Urine,Urine,,Urine,1863
coastal seawater,coastal seawater,,coastal seawater,1859
chicken,chicken,,chicken,1857
plain,plain,,plain,1844
anaerobic digester sludge,anaerobic digester sludge,,anaerobic digester sludge,1843
Glacial cryoconite,Glacial cryoconite,,Glacial cryoconite,1842
digestive tract environment [ENVO: 01001033],digestive tract environment [ENVO: 01001033],,digestive tract environment ENVO: 01001033,1837
human microbiome [OHMI_0000002],human microbiome [OHMI_0000002],,human microbiome OHMI_0000002,1837
Supragingival,Supragingival,,Supragingival,1833
bovine milk,bovine milk,,bovine milk,1831
Temperate forest,Temperate forest,,Temperate forest,1830
shoreline [ENVO:00000486],shoreline [ENVO:00000486],ENVO:00000486,shoreline,1828
mouse-associated habitat,mouse-associated habitat,,mouse-associated habitat,1827
Hypersaline lake sediment,Hypersaline lake sediment,,Hypersaline lake sediment,1824
ENVO:00002030,ENVO:00002030,ENVO:00002030,,1819
fresh water [ENVO:00002011],fresh water [ENVO:00002011],ENVO:00002011,fresh water,1811
agricultural field [ENVO:00000114],agricultural field [ENVO:00000114],ENVO:00000114,agricultural field,1805
dental plaque,dental plaque,,dental plaque,1804
freshwater biome [ENVO:00000873],freshwater biome [ENVO:00000873],ENVO:00000873,freshwater biome,1803
Marine biome,Marine biome,,Marine biome,1803
Airway aspirate,Airway aspirate,,Airway aspirate,1787
woodland ecosystem,woodland ecosystem,,woodland ecosystem,1785
ENVO:01000687,ENVO:01000687,ENVO:01000687,,1784
fecal material [ENVO_00002003],fecal material [ENVO_00002003],ENVO:00002003,fecal material,1782
ENVO_00001998,ENVO_00001998,ENVO:00001998,,1778
marine coral reef biome [ENVO:01000049],marine coral reef biome [ENVO:01000049],ENVO:01000049,marine coral reef biome,1778
Soil [ENVO:00001998],Soil [ENVO:00001998],ENVO:00001998,Soil,1777
NW Spain,NW Spain,,NW Spain,1774
digestive tract enviroment,digestive tract enviroment,,digestive tract enviroment,1771
rocky shore ENVO:01000428,rocky shore ENVO:01000428,ENVO:01000428,rocky shore,1771
UBERON:0002097,UBERON:0002097,,UBERON:0002097,1764
ENVO:00000486,ENVO:00000486,ENVO:00000486,,1764
freshwater biome [ENVO_00000873],freshwater biome [ENVO_00000873],ENVO:00000873,freshwater biome,1763
feacal matter,feacal matter,,feacal matter,1762
ENVO:00002151,ENVO:00002151,ENVO:00002151,,1760
compost,compost,,compost,1757
faecal,faecal,,faecal,1753
ENVO:01000998,ENVO:01000998,ENVO:01000998,,1753
Human microbiota,Human microbiota,,Human microbiota,1753
Subseafloor sediment,Subseafloor sediment,,Subseafloor sediment,1752
ENVO:01000193,ENVO:01000193,ENVO:01000193,,1750
ENVO:terrestrial biome,ENVO:terrestrial biome,,ENVO:terrestrial biome,1747
soil environment [ENVO:01001044],soil environment [ENVO:01001044],ENVO:01001044,soil environment,1743
estuarine,estuarine,,estuarine,1740
rumen fluid,rumen fluid,,rumen fluid,1736
Alberta groundwater,Alberta groundwater,,Alberta groundwater,1733
ENVO:01000159,ENVO:01000159,ENVO:01000159,,1728
Cotton swab,Cotton swab,,Cotton swab,1727
Infant stool,Infant stool,,Infant stool,1723
River water [ENVO:01000599],River water [ENVO:01000599],ENVO:01000599,River water,1722
nasal swab,nasal swab,,nasal swab,1719
Bare Land,Bare Land,,Bare Land,1718
mouth environment [ENVO:08000002],mouth environment [ENVO:08000002],ENVO:08000002,mouth environment,1714
soil [ENVO_00001998],soil [ENVO_00001998],ENVO:00001998,soil,1714
small river biome,small river biome,,small river biome,1708
intestinal,intestinal,,intestinal,1708
Tropical,Tropical,,Tropical,1706
C57BL/6 mouse gut,C57BL/6 mouse gut,,C57BL/6 mouse gut,1705
ENVO:00002010,ENVO:00002010,ENVO:00002010,,1699
temperate mixed forest biome [ENVO:01000212],temperate mixed forest biome [ENVO:01000212],ENVO:01000212,temperate mixed forest biome,1699
fluid,fluid,,fluid,1698
subsurface,subsurface,,subsurface,1697
surface soil,surface soil,,surface soil,1696
human digestive tract,human digestive tract,,human digestive tract,1696
infant_stool,infant_stool,,infant_stool,1694
Food,Food,,Food,1694
oropharynx,oropharynx,,oropharynx,1693
Stool sample,Stool sample,,Stool sample,1689
cultivated environment [ENVO:01000311],cultivated environment [ENVO:01000311],ENVO:01000311,cultivated environment,1688
coral,coral,,coral,1688
bacteria,bacteria,,bacteria,1688
nasopharynx,nasopharynx,,nasopharynx,1686
cheese,cheese,,cheese,1686
Stream,Stream,,Stream,1684
marine benthic feature,marine benthic feature,,marine benthic feature,1677
nasopharyngeal,nasopharyngeal,,nasopharyngeal,1667
feaces,feaces,,feaces,1665
Sludge,Sludge,,Sludge,1662
ENVO:01001044,ENVO:01001044,ENVO:01001044,,1658
Arctic Ocean,Arctic Ocean,,Arctic Ocean,1658
Plaque,Plaque,,Plaque,1657
Human-associated,Human-associated,,Human-associated,1653
Digestive Tract,Digestive Tract,,Digestive Tract,1649
Cropland biome,Cropland biome,,Cropland biome,1647
Fecal sample,Fecal sample,,Fecal sample,1644
ENVO:soil,ENVO:soil,,ENVO:soil,1639
Africa,Africa,,Africa,1638
lab,lab,,lab,1636
Bos taurus taurus rumen microbiome,Bos taurus taurus rumen microbiome,,Bos taurus taurus rumen microbiome,1634
human airway,human airway,,human airway,1634
In vivo rumen sample,In vivo rumen sample,,In vivo rumen sample,1634
North-East Atlantic,North-East Atlantic,,North-East Atlantic,1633
ENVO:00002044,ENVO:00002044,ENVO:00002044,,1631
ENVO:00002228,ENVO:00002228,ENVO:00002228,,1629
ENVO:01000301,ENVO:01000301,ENVO:01000301,,1628
Water Column,Water Column,,Water Column,1622
intertidal,intertidal,,intertidal,1621
chicken gut,chicken gut,,chicken gut,1621
laboratory facility [ENVO:01001406],laboratory facility [ENVO:01001406],ENVO:01001406,laboratory facility,1620
deciduous forest,deciduous forest,,deciduous forest,1618
Mixed,Mixed,,Mixed,1611
plant leaf,plant leaf,,plant leaf,1607
FlowPot,FlowPot,,FlowPot,1606
gnotobiotic soil,gnotobiotic soil,,gnotobiotic soil,1606
agricultural site,agricultural site,,agricultural site,1604
Hot spring microbial mat,Hot spring microbial mat,,Hot spring microbial mat,1604
biome [ENVO:00000428],biome [ENVO:00000428],ENVO:00000428,biome,1604
natural harbour (ENVO:00000465),natural harbour (ENVO:00000465),ENVO:00000465,natural harbour,1602
coastal seawater (ENVO:00002150),coastal seawater (ENVO:00002150),ENVO:00002150,coastal seawater,1602
leaf litter,leaf litter,,leaf litter,1598
montane,montane,,montane,1597
cold seep,cold seep,,cold seep,1594
fecal material[ENVO:00002003],fecal material[ENVO:00002003],ENVO:00002003,fecal material,1591
peat soil,peat soil,,peat soil,1589
Desert,Desert,,Desert,1585
Wastewater treatment plant,Wastewater treatment plant,,Wastewater treatment plant,1581
plant leaves,plant leaves,,plant leaves,1578
temperate floodplain forest|Alnus glutinosa,temperate floodplain forest,,temperate floodplain forest,1578
temperate floodplain forest|Alnus glutinosa,Alnus glutinosa,,Alnus glutinosa,1578
mammalia_associated_habitat,mammalia_associated_habitat,,mammalia_associated_habitat,1577
mouse_associated_habitat,mouse_associated_habitat,,mouse_associated_habitat,1577
lower intestine,lower intestine,,lower intestine,1574
large intestine,large intestine,,large intestine,1573
plaque biofilm,plaque biofilm,,plaque biofilm,1567
Marine sponge,Marine sponge,,Marine sponge,1565
agricultural land conversion[ENVO:01001430],agricultural land conversion[ENVO:01001430],ENVO:01001430,agricultural land conversion,1564
Farm,Farm,,Farm,1562
lake biome,lake biome,,lake biome,1562
mesocosm,mesocosm,,mesocosm,1547
bay,bay,,bay,1547
Chinese giant salamander gut,Chinese giant salamander gut,,Chinese giant salamander gut,1536
prairie,prairie,,prairie,1535
shrubland biome,shrubland biome,,shrubland biome,1533
temperate desert biome,temperate desert biome,,temperate desert biome,1530
FOODON:03411245,FOODON:03411245,,FOODON:03411245,1527
FOODON:00002473,FOODON:00002473,,FOODON:00002473,1527
sediment core,sediment core,,sediment core,1525
coral reef biome,coral reef biome,,coral reef biome,1514
field soil [ENVO:00005755],field soil [ENVO:00005755],ENVO:00005755,field soil,1512
ENVO:01000174,ENVO:01000174,ENVO:01000174,,1511
Arctic Mid-Ocean Ridges hydrothermal vent,Arctic Mid-Ocean Ridges hydrothermal vent,,Arctic Mid-Ocean Ridges hydrothermal vent,1509
Mountain,Mountain,,Mountain,1507
ocean_biome,ocean_biome,,ocean_biome,1505
Environmental,Environmental,,Environmental,1504
subgingival plaque,subgingival plaque,,subgingival plaque,1504
Sponge tissue,Sponge tissue,,Sponge tissue,1499
montane grassland biome,montane grassland biome,,montane grassland biome,1499
bovine gut,bovine gut,,bovine gut,1497
Agricultural Field,Agricultural Field,,Agricultural Field,1493
Coral Reef,Coral Reef,,Coral Reef,1492
arid biome [ENVO:01001838],arid biome [ENVO:01001838],ENVO:01001838,arid biome,1491
breastmilk,breastmilk,,breastmilk,1487
cropland biome [ENVO:01000245],cropland biome [ENVO:01000245],ENVO:01000245,cropland biome,1483
Freshwater biome,Freshwater biome,,Freshwater biome,1482
ENVO:01001785,ENVO:01001785,ENVO:01001785,,1482
skin of body [UBERON:0002097],skin of body [UBERON:0002097],,skin of body UBERON:0002097,1481
agricultural biome,agricultural biome,,agricultural biome,1479
isolated from a single Apis mellifera colony,isolated from a single Apis mellifera colony,,isolated from a single Apis mellifera colony,1477
ENVO:01000254,ENVO:01000254,ENVO:01000254,,1476
grassland area,grassland area,,grassland area,1472
oral rinse,oral rinse,,oral rinse,1472
soybean corn rotation agricultural field,soybean corn rotation agricultural field,,soybean corn rotation agricultural field,1472
fecal pellet,fecal pellet,,fecal pellet,1471
agricultural ecosystem,agricultural ecosystem,,agricultural ecosystem,1464
Ss,Ss,,Ss,1463
large lake biome,large lake biome,,large lake biome,1462
Colon contents,Colon contents,,Colon contents,1462
land,land,,land,1462
non,non,,non,1460
hot spring [ENVO:00000051],hot spring [ENVO:00000051],ENVO:00000051,hot spring,1458
Freshwater lake,Freshwater lake,,Freshwater lake,1457
ENVO:01000221,ENVO:01000221,ENVO:01000221,,1454
Cnidarian-associated environment [ENVO_01001179],Cnidarian-associated environment [ENVO_01001179],ENVO:01001179,Cnidarian-associated environment,1452
Vaginal orifice,Vaginal orifice,,Vaginal orifice,1452
Rhesus macaque microbiome,Rhesus macaque microbiome,,Rhesus macaque microbiome,1451
